SYMBOL,GAIN
JKTYRE,0.10391907277330922
WFL,0.10300384242658157
LICHSGFIN,0.10258999339109169
SUZLON,0.10064553907355364
SAGARDEEP,0.10014311870244727
IMAGICAA,0.09810312506602306
PNBHOUSING,0.09808328482875986
DODLA,0.09609109789296692
HDFC,0.09347717625838198
TEGA,0.09264972546710984
BAYERCROP,0.09253180649646389
HDFCLOWVOL,0.09203876266268646
AXISBANK,0.09202445995863182
APOLLOTYRE,0.09126359770597191
ESSENTIA,0.09111066720695328
KEC,0.08999402758262003
PKTEA,0.08933838270539593
HCC,0.08863988598857692
HDFCBANK,0.0877811032416841
RAMCOCEM,0.08762964272217084
SILVERBEES,0.08733933102690923
MODISONLTD,0.0848440532323261
AMIORG,0.08455265439825543
ICICIGI,0.08287943341905149
BALKRISIND,0.08261373138433775
AUBANK,0.08109141797541035
CREST,0.08042985462362007
BOHRAIND,0.07994456557638238
EQUITAS,0.07866472354173583
PARADEEP,0.07855703712430132
PRINCEPIPE,0.07725026046737593
PNCINFRA,0.07416235824893311
CARERATING,0.07357560869135374
PARTYCRUS,0.07321135299401293
BALRAMCHIN,0.07292315029329624
WELENT,0.07202631992173457
ALPA,0.07153822288117359
VIPULLTD,0.0688140483328066
ORISSAMINE,0.06692258289544682
KRISHANA,0.06624300472661557
LT,0.06597968440534219
DABUR,0.06503744865268236
ICICISILVE,0.06409625402841729
HDFCNIFIT,0.06359329352330034
BRITANNIA,0.0634713212747567
UNIONBANK,0.06274197470941882
CRAFTSMAN,0.06235480376635929
MCL,0.061920120515399316
BHAGYAPROP,0.060733202978048115
KAYA,0.06012268440644318
RUSHIL,0.059767626216548006
SHREECEM,0.057471967831071585
PTC,0.057333333333333486
GOLDSHARE,0.05668025749112979
DALBHARAT,0.05486770328358422
THANGAMAYL,0.054526862880781506
ESABINDIA,0.05231978291256935
JSWSTEEL,0.05230798575925898
TCIFINANCE,0.052139843279083595
COOLCAPS,0.051360204241757204
DMART,0.05080616028915799
HUHTAMAKI,0.049428297830236056
NUVOCO,0.04875984338862481
NETWORK18,0.048655929673091
KSB,0.0481159007467294
EKC,0.04734556690494005
HERITGFOOD,0.047179164559061876
MOLDTECH,0.047060411699808125
GRPLTD,0.046349101755695635
KOTHARIPRO,0.04621989814370735
VAISHALI,0.04582191734257367
RAMCOSYS,0.04546134805656782
MEDANTA,0.04503066203407356
VSCL,0.0446649931605452
BOSCHLTD,0.044305827666438376
MCX,0.04409756501200037
ABSLAMC,0.042808725909688976
INDIANB,0.041746883193606726
RPPINFRA,0.041616627341603596
AXISCETF,0.041408264544564775
AVADHSUGAR,0.04028185370673232
GOKUL,0.039980775250648026
IBMFNIFTY,0.03981951172639727
BLUEDART,0.03925368890973141
GTLINFRA,0.03877174355435188
SABTN,0.0386963380483437
TVVISION,0.038609929744590134
SBILIFE,0.03783512145724926
BCLIND,0.03699128323394406
LASA,0.036405933579358195
SHEMAROO,0.03567130374856854
AIAENG,0.03464529301828036
IVZINGOLD,0.033369604569537525
SARVESHWAR,0.03244451019352983
EUROBOND,0.0323951497381227
INDIGO,0.032351046283860034
SHREERAMA,0.03140819948580233
OCCL,0.031090361281149975
ADROITINFO,0.030366006523446704
KOTHARIPET,0.030083805698805116
ALLSEC,0.029874115578527777
MWL,0.029769879110317435
BANKBARODA,0.02917798604638564
NEWGEN,0.028366514950079122
CROWN,0.02792908662401908
PRITI,0.027390324178380276
ICICILIQ,0.027181726479319525
CSBBANK,0.027155312690022998
PREMIERPOL,0.025599033595880873
MAWANASUG,0.02541819808700113
LINCOLN,0.02525906780082176
TCS,0.025148196143285655
KHAITANLTD,0.024306886418963267
HEROMOTOCO,0.02376079119075304
LTI,0.022639434056534954
INDUSINDBK,0.02251750933940417
AMRUTANJAN,0.021973922119146533
LUPIN,0.02192837947394436
ZYDUSLIFE,0.021264966015990018
SYMPHONY,0.021227124546532708
JPINFRATEC,0.021212121212121238
IIFLWAM,0.020849394232244564
EVERESTIND,0.020106089391890777
MOLDTKPAC,0.02007070223240725
BIRLACORPN,0.02001441501392861
SHREDIGCEM,0.01913432933623658
CCL,0.017520801323585876
KOTAKCONS,0.017240445178357662
KAJARIACER,0.01674666976038462
COSMOFIRST,0.016543093807594347
MARATHON,0.014658356957944943
EMIL,0.014280123345335162
EIFFL,0.01352475724124367
MILTON,0.013442593908144576
PTL,0.01343496854288663
CONTI,0.012416528141767733
JINDALSTEL,0.012397639471149906
VADILALIND,0.011902396226658597
AKSHAR,0.011349808252213104
VIVIMEDLAB,0.011309605427252623
CUMMINSIND,0.011203588518740204
DIVISLAB,0.011025966643022491
NAUKRI,0.00998968988034693
GODREJCP,0.009960615803778935
HDFCSILVER,0.009864348846877938
SJS,0.009797933917909708
AISL,0.009248288572932722
RADAAN,0.00904297963121492
SASKEN,0.009040258935151903
EBBETF0433,0.007662014990878054
KNAGRI,0.007009224693220604
TATAMETALI,0.006905988974501443
GOCLCORP,0.006814299204571848
NESTLEIND,0.006340785478306108
SUNDARMFIN,0.0062585195856917665
VMART,0.005504904119307982
SURYODAY,0.004973746334861084
RELIABLE,0.003921568627451036
WEBELSOLAR,0.003673371509971983
MARKSANS,0.0034266023554881467
MINDPOOL,0.002985399772371656
NAVA,0.002934086293918295
IMPAL,0.0028598673228297043
OIL,0.002682308830273851
EBBETF0423,0.0025040643875488913
SUBEXLTD,0.002094908104121447
MFSL,0.0019866839561084766
RSYSTEMS,0.0019028703648118032
SHRIRAMCIT,0.0017707411072340456
PGEL,0.001741637472220954
AGI,0.0012307514385800494
POLYCAB,0.0009710885918914752
AJOONI-RE,0.0
NAGREEKCAP,-0.00024595887192227495
BHARATFORG,-0.0005168868299757212
TIIL,-0.000715675547807583
NOVARTIND,-0.0007307690784639984
ONGC,-0.001283857317672634
EXIDEIND,-0.0017740530785079964
AARTIDRUGS,-0.00186565628899071
HEMIPROP,-0.002248929136621766
ARTNIRMAN,-0.003737318256782904
LINC,-0.003872124308135577
MAXHEALTH,-0.0041273383251891615
BANARBEADS,-0.004356255839313598
GAEL,-0.004420768458367058
GESHIP,-0.004565277911383517
INDHOTEL,-0.004758579677112726
CYIENT,-0.0047741737559625665
ACCORD,-0.005080049261083644
LIQUIDBEES,-0.005247553419288412
BANKINDIA,-0.005351234426581128
KALPATPOWR,-0.005814717129562615
SDL24BEES,-0.006369895446369346
HDFCNIF100,-0.006416482881171713
TTKHLTCARE,-0.008121254099334181
63MOONS,-0.008232804535966781
SONUINFRA,-0.00845742880506442
BAJAJELEC,-0.008854099631928705
TEAMLEASE,-0.00897043680923202
ICICI10GS,-0.00912059569023449
ALOKINDS,-0.009370986026517564
BANDHANBNK,-0.009375070022345569
SHK,-0.0097697999060729
SPYL,-0.009790209790210114
POWERGRID,-0.009872320615923906
ANDHRACEMT,-0.010305084745762666
SHRIRAMFIN,-0.01076714551441492
VGUARD,-0.010970637669485339
INDORAMA,-0.011098773155561167
FIDEL,-0.011202691498995644
ULTRACEMCO,-0.011450279078072948
LIQUIDETF,-0.012150410274181716
KIMS,-0.012509954443953867
SPECIALITY,-0.01288502971197801
MMFL,-0.013193634476994391
SVLL,-0.014705882352941176
EMKAYTOOLS,-0.015142093492609032
KHFM,-0.015558880302887393
BBETF0432,-0.01576859777012984
21STCENMGM,-0.015823958478506962
PRECISION,-0.015989705403082317
HDFCAMC,-0.01662516952047914
SPLPETRO,-0.01676355712167985
METROBRAND,-0.016845002187910397
HINDALCO,-0.01715642144104121
GAIL,-0.017263830018675777
PSPPROJECT,-0.018669769875582734
UBL,-0.01917921515419955
VARROC,-0.019455831079280256
UTISXN50,-0.01979589957689947
LATTEYS,-0.020960208506444686
DSPSILVETF,-0.021514455064619915
RANASUG,-0.021588247982484682
CESC,-0.021692603770149456
GODREJIND,-0.022660804098776653
MOTILALOFS,-0.022996474097395383
PODDARHOUS,-0.02390163167357936
NAGAFERT,-0.025090719081656755
ISEC,-0.025128674524382836
GRASIM,-0.02554456348503433
SOUTHBANK,-0.025652763401909223
EBBETF0425,-0.02567785403190006
ASTRAL,-0.026044246162854202
HATSUN,-0.02672649798887329
SCHAEFFLER,-0.026772578228302285
SIEMENS,-0.026802052315752188
KSL,-0.02687303924306117
CHOLAFIN,-0.027510327528409685
BECTORFOOD,-0.027701406177549195
SONATSOFTW,-0.027758685180605546
KHANDSE,-0.029977239248227913
PGHH,-0.030164505803353142
SETF10GILT,-0.030863335067669365
TATACONSUM,-0.03163620520298112
LTGILTBEES,-0.032078449712683685
DIGISPICE,-0.03215901041791637
CGCL,-0.032201265898351955
GUJAPOLLO,-0.03253164575404784
EMUDHRA,-0.032657392619545034
RAJSREESUG,-0.032868239516312264
SIMBHALS,-0.03317177340999339
JUSTDIAL,-0.03323538196218117
M&M,-0.033362571908559305
SKMEGGPROD,-0.03348651794397614
JYOTHYLAB,-0.033948803056683824
RECLTD,-0.0345717633515644
TRENT,-0.035155482089622866
HDFCPVTBAN,-0.03534308840554304
GODFRYPHLP,-0.03549356405136349
JSWISPL,-0.03564507050831729
SUNDRMBRAK,-0.0357422340631959
ICICIBANK,-0.03580842315539541
ITC,-0.03585880453590969
ASIANPAINT,-0.036160196223548005
INDBANK,-0.03639334203207681
ITDCEM,-0.03657259730117794
KRISHNADEF,-0.0367144654119928
QGOLDHALF,-0.03682801386781209
IBULHSGFIN,-0.03703135895778255
RELIANCE,-0.03750744992862423
AGNI,-0.037757883730945685
REDINGTON,-0.03800725313094068
ABINFRA,-0.038461538461538464
MSUMI,-0.038479746056724815
DHAMPURSUG,-0.038867742818575746
GNA,-0.038993539280992875
AEGISCHEM,-0.03903694035922978
HIKAL,-0.03918900905345583
REXPIPES,-0.03965527460502449
DCMSRIND,-0.03977165010940953
DSPN50ETF,-0.04057580247845102
ANUP,-0.04062915828127212
MAESGETF,-0.04124695105522913
ATLANTA,-0.041429386675968294
GODREJAGRO,-0.042413137920539815
NIDAN,-0.042754587998652116
SAPPHIRE,-0.043169284984133464
SUBROS,-0.04330777821187657
HDFCMFGETF,-0.04367745377016714
JCHAC,-0.04387213845348862
GLOBUSSPR,-0.04393602225720787
TVSMOTOR,-0.0446564919220908
SRF,-0.044932793705554294
GLAXO,-0.04557706266150969
SBIN,-0.04572788427606514
KAYNES,-0.045847385398164825
AMARAJABAT,-0.046467464955470966
ARROWGREEN,-0.04649220520428003
SARDAEN,-0.04662333523860074
CREATIVE,-0.04664056609248621
PILANIINVS,-0.04718826640928842
MAHLIFE,-0.04729159383493706
BASF,-0.04752656148151277
IOC,-0.047686068061349896
MCDOWELL-N,-0.04809867628062016
COLPAL,-0.0483336050991622
KESORAMIND,-0.04837661401378596
ISFT,-0.04846788557895507
TIDEWATER,-0.04862161342223931
RAJTV,-0.04957010430361583
KDDL,-0.04982367091495385
PERSISTENT,-0.05001154289157697
ORIENTBELL,-0.05023057704744416
KICL,-0.050476232713466795
HTMEDIA,-0.05101448820435814
AXISBNKETF,-0.051640502822106006
KMSUGAR,-0.051745016599527904
SUVENPHAR,-0.05185772826814243
SUNTV,-0.052034743648516686
GLENMARK,-0.0520509870005189
VARDHACRLC,-0.05283100247088899
UTTAMSUGAR,-0.05287030266712309
NATIONALUM,-0.05318479531689833
WEIZMANIND,-0.053282023641404025
SABAR,-0.053454555687851915
RML,-0.053594977815935044
ALKEM,-0.05392973834213613
KANSAINER,-0.05411791553762878
KAKATCEM,-0.05420131736247211
ANNAPURNA,-0.05437719475364067
VINNY,-0.054725516591186005
NCC,-0.05705579649615022
HATSUN-RE,-0.0573576472927519
INTELLECT,-0.05851979520530598
AXISILVER,-0.05852103866007115
TWL,-0.05858299292132062
BALMLAWRIE,-0.05937756603334509
HDFCLIFE,-0.05958817608217237
BSOFT,-0.05966625150155223
HDFCMOMENT,-0.05966770198077391
BPCL,-0.06055649349195728
ASTRAZEN,-0.0606702824441905
INDIAMART,-0.06098994192007738
CUBEXTUB,-0.06108682409953556
NOCIL,-0.06111801312846341
SIL,-0.06121131215212741
ZOTA,-0.06145391227516675
HIL,-0.06150590074044758
AGROPHOS,-0.06202748308040884
RADICO,-0.062068039372934425
NRBBEARING,-0.06212857551012081
PETRONET,-0.062217680998858334
JKCEMENT,-0.06260672984456057
TRIVENI,-0.0626809811841949
BLUESTARCO,-0.06316280706047353
VSTTILLERS,-0.063280016902629
JINDALSAW,-0.0642812941415883
GPPL,-0.06430059286785539
MENONBE,-0.06436432427385784
PARACABLES,-0.06465695386886056
DAAWAT,-0.06535536396614841
AMBER,-0.06543109595467286
CIPLA,-0.06594009559243667
MANGALAM,-0.06639983837267546
ACC,-0.06644752559940645
PRESTIGE,-0.06655692136065766
TOKYOPLAST,-0.06702684262086739
SREINFRA,-0.06704507777022298
CERA,-0.06722583990895896
GHCL,-0.06727355886244238
LODHA,-0.06732636962590446
LTTS,-0.06761975169708045
KINGFA,-0.06898559291529599
DTIL,-0.0695686388178209
DCBBANK,-0.06962044077571718
SATIN,-0.06999436710041396
ABAN,-0.07059362756403142
PRAENG,-0.07163379409442724
SILGO,-0.07204521479113167
SPTL,-0.07218267683470608
IPSL,-0.07231729840676428
BLS,-0.07258061239719886
BHANDARI,-0.07263876963501022
MAITHANALL,-0.07288486661351211
ASALCBR,-0.07305594624033357
SDL26BEES,-0.0731593125659943
BAJAJCON,-0.07390552222795854
IIFL,-0.07393646973632416
JUBLPHARMA,-0.07403990577786285
BAJAJ-AUTO,-0.0741762410702205
MOQUALITY,-0.07494376392252262
TINPLATE,-0.0751973373350202
SANOFI,-0.07574226394376704
GLS,-0.07585433412082482
HDFCGROWTH,-0.07625174670015403
APLLTD,-0.07655757135261529
TRITURBINE,-0.07718174960485624
HCLTECH,-0.07742621143973752
SUMICHEM,-0.07749341209844379
KOHINOOR,-0.0776315159821345
IMPEXFERRO,-0.07766990291262142
UNITEDTEA,-0.07802819282229949
TATASTEEL,-0.07846345713458683
PURVA,-0.07849962486239538
NATHBIOGEN,-0.07900812024383067
VEDL,-0.07987112219116105
VIMTALABS,-0.08031886634708765
PPL,-0.08044368359362167
RAMKY,-0.08054952220893762
CONFIPET,-0.08150070039929673
GUJGASLTD,-0.08177024957115742
RHIM,-0.08191858390845633
UNIVPHOTO,-0.08196030443984288
KOTAKBANK,-0.08219291516476768
BHARTIARTL,-0.08222343680161473
SHAREINDIA,-0.08288179706346537
ICRA,-0.08295848284531143
PARAGMILK,-0.08311141528743983
MAHABANK,-0.08355792942368355
NTPC,-0.08369737496088021
OSWALSEEDS,-0.08370050630687892
APOLLO,-0.0840610192731199
EQUITASBNK,-0.08440723409699921
ICICI5GSEC,-0.08465309656444131
SURANI,-0.08469081299226007
L&TFH,-0.08473160687941587
STCINDIA,-0.08500465423629613
HYBRIDFIN,-0.08505338078291831
TATACOFFEE,-0.08521766522361413
PFC,-0.08552055846449308
HDFCNEXT50,-0.0860121220757972
MUTHOOTFIN,-0.08609071144490932
MINDACORP,-0.08642107464241881
JKIL,-0.0866887247665436
TARC,-0.08755848645033369
PIDILITIND,-0.08782537176750584
COALINDIA,-0.08784896846900894
HINDPETRO,-0.08795026633852933
HINDNATGLS,-0.08890525282277831
PGHL,-0.08964132432992711
SHYAMMETL,-0.09011938511080612
NORBTEAEXP,-0.09014131062264227
AROGRANITE,-0.09097726582976035
PAYTM,-0.09131739882665246
GSCLCEMENT,-0.09132814804248802
RCF,-0.09162593388809664
MOVALUE,-0.09237033426601836
BANKBEES,-0.09242807847348078
PIIND,-0.09301088074427613
TFCILTD,-0.09337107881984143
IPCALAB,-0.0935007841327884
MOM50,-0.09369369488342817
JASH,-0.09370737535971127
MOGSEC,-0.09371991433865312
POWERMECH,-0.09385848563369287
MAHINDCIE,-0.09419868183892699
FEDERALBNK,-0.09453703723800397
INFY,-0.09469175477520426
LICNETFGSC,-0.09478810849844566
PEL,-0.094973387609143
KTKBANK,-0.09500600118274377
DRREDDY,-0.09505736547479997
INFRABEES,-0.09543174067901722
BLKASHYAP,-0.09563929796049374
ASHIMASYN,-0.0956763377651843
KOTAKSILVE,-0.09603962478911454
CONCOR,-0.09617457059380385
ATUL,-0.09617471282451241
SUPRAJIT,-0.0961788033297331
STARCEMENT,-0.09648741882838388
GILLETTE,-0.09693674167357566
GINNIFILA,-0.09730248742344205
COFORGE,-0.09772873215942901
DSPNEWETF,-0.09815564488698894
TITAN,-0.0984262806849224
NAVINFLUOR,-0.09861635776159597
NAVKARCORP,-0.09871851192470253
THYROCARE,-0.09888346032280802
POLICYBZR,-0.09916393809629526
JWL,-0.09925400705390974
HPAL,-0.09943784721206991
NMDC,-0.09953442813560785
HESTERBIO,-0.09977480790008333
SANDHAR,-0.09980946257139586
MAN50ETF,-0.09985162075574121
NH,-0.10031610922986237
WESTLIFE,-0.10036694863644749
TIL,-0.10046189376443405
JUBLINGREA,-0.10067659179988814
PSUBNKBEES,-0.10073156313409001
MANAPPURAM,-0.1008652743976445
RATNAMANI,-0.10116120976435877
3MINDIA,-0.10202415614188036
TARAPUR,-0.102439676872804
DCMSHRIRAM,-0.10244632860707838
HINDCON,-0.1026059104198139
AHLUCONT,-0.102752486381763
MRF,-0.10333337933150291
COUNCODOS,-0.10371921157116298
WONDERLA,-0.10385256860518186
IBREALEST,-0.10387325740166144
CLSEL,-0.10388890357592939
ZENSARTECH,-0.10403774387607012
BATAINDIA,-0.10427510299845566
GILLANDERS,-0.10503802899104553
IDBIGOLD,-0.10537781670411543
BOMDYEING,-0.10549910497690781
PNBGILTS,-0.10603432347980254
LEXUS,-0.106044720506765
GEOJITFSL,-0.10657042589897378
EBBETF0431,-0.10709836434781327
PARSVNATH,-0.10743180577304906
RALLIS,-0.10754446843574447
RADIOCITY,-0.10784534306824842
AJMERA,-0.10813423761536052
VENKEYS,-0.10838116449324213
JAGRAN,-0.10840381788159036
KOTARISUG,-0.10842402736719417
ICICICOMMO,-0.10854888916130556
SITINET,-0.108921384726483
SHIVAMILLS,-0.10945848949663958
KOTYARK,-0.10958408479893234
BAJAJFINSV,-0.10999519579350861
PAISALO,-0.11002753327808384
LXCHEM,-0.11044062535732313
E2E,-0.11044862898697536
RTNPOWER,-0.11075738537879175
RPGLIFE,-0.11092955678606625
PATINTLOG,-0.1110234743385903
SWARAJ,-0.11141692649973493
EVEREADY,-0.1122854438789889
BBL,-0.11281074894929999
RELCHEMQ,-0.1135276109240355
ICICIPRULI,-0.11390209941314872
ANANDRATHI,-0.11438176193573352
AVG,-0.11445156941038699
SETFGOLD,-0.11453825452715884
AJANTPHARM,-0.11469796305218415
INDOBORAX,-0.1148421196863738
GUFICBIO,-0.11494316804931931
ISMTLTD,-0.11520868473010776
TORNTPHARM,-0.11544464560248859
KREBSBIO,-0.11608405340155611
LANDMARK,-0.11616637009196612
JPPOWER,-0.11630428713979893
SBICARD,-0.11638000080160596
BEARDSELL,-0.11702157322244633
ASTERDM,-0.11704108222914889
MOTHERSON,-0.11715856320194584
TARACHAND,-0.1174494734256163
JMCPROJECT,-0.11747389571117338
GOKULAGRO,-0.11780879868273927
BIKAJI,-0.11800068913865171
WIPRO,-0.11800385845881278
GRSE,-0.11834462866250096
HONAUT,-0.11874339929230335
FIVESTAR,-0.11906099623504322
GANECOS,-0.11939034552735509
IVZINNIFTY,-0.11968033918142554
ABFRL,-0.11992892624585257
HCL-INSYS,-0.12017986586109751
LICNETFN50,-0.12022110730096432
TCIEXP,-0.12041186548214557
PRICOLLTD,-0.12050366455625752
MTARTECH,-0.12073604953141043
WENDT,-0.12076490876586943
APOLLOHOSP,-0.12087800399309431
BDL,-0.12106021885621039
TAJGVK,-0.1216967528976389
SPRL,-0.12171031042856231
SOMATEX,-0.12180417350816747
DALMIASUG,-0.12225778295653664
STEELCAS,-0.12239001846372717
SAFARI,-0.1224976854830424
BYKE,-0.12251390826333497
JSLL,-0.12258880365210209
IDBI,-0.12263269636042612
NUCLEUS,-0.12319835436448419
ELGIRUBCO,-0.12332401191896386
MAKS,-0.1235838690853193
PFIZER,-0.1236006360255702
KNRCON,-0.12385142324865156
TRIDENT,-0.12424743194257706
CUB,-0.12454506024668101
PANACEABIO,-0.12465800500672178
TATACOMM,-0.12501241650295475
OBEROIRLTY,-0.12556765314619564
OFSS,-0.12582122488595227
BAJFINANCE,-0.1260614928676987
SURYAROSNI,-0.12612769147953634
SIS,-0.12645428095471484
GOLDBEES,-0.12675896319496344
AXISBPSETF,-0.12689983832300253
LGBBROSLTD,-0.12718388930502814
QUESS,-0.12723063221152361
BBTC,-0.1272953687270032
SYRMA,-0.12734049389734173
SPANDANA,-0.1275456417570544
GOCOLORS,-0.12759030996517556
SUNPHARMA,-0.1277347787687536
BIRLATYRE,-0.12795888588901044
VOLTAS,-0.12824717489284143
MAHESHWARI,-0.12842026932367057
ISGEC,-0.12866078775735204
ZODIACLOTH,-0.12870163056753922
DWARKESH,-0.12901565576971857
EPL,-0.12960506274077022
HLEGLAS,-0.1296577522585402
MANGCHEFER,-0.129791848999738
